search_title,search_authors,search_publisher,title,authors,publisher,published_date,description,page_count,categories,language,thumbnail,use_title,use_author,use_publisher,errors
基礎からのベイズ統計学　ハミルトニアン　モンテカルロ法による　実践的入門,豊田秀樹,朝倉書店,基礎からのベイズ統計学,豊田秀樹,,2015-06-25,21世紀の現代社会において、データ分析の多くの実践的現場では、すでにベイズ統計学が主流になっています。迷惑メールフィルタや画像音声のノイズ除去など、ベイズ統計学のない日常はもはや私たちには考えられません。またこの流れは決して止まらないでしょう。しかし、現在、特に文科系の大学における統計学教育の中でベイズ統計学の学習は十分とは言えません。技術的困難さが解決されたいま、社会・人文・行動科学の学部教育のなかで、ベイズ統計学の教育を充実させることは社会的急務です。本書は、文科系・理科系を問わず、ベイズ統計分析に入門を希望している方を読者として歓迎します。...,228,,ja,http://books.google.com/books/content?id=0cbAsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
変分ベイズ学習,中島伸一,講談社,変分ベイズ学習,中島伸一,,2016-04-19,有効な近似手法なくして、実問題の解決なし。ベイズ学習の基礎からはじめる親切な構成。「共役性」と「制約の設計指針」に焦点を当てた。変分ベイズ学習アルゴリズムの導出を丁寧に解説。...,147,,ja,http://books.google.com/books/content?id=c8QJkAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
多変量のデータ解析,圓川隆夫,朝倉書店,多変量のデータ解析,円川隆夫,,1988,,181,Mathematical statistics,ja,,1.0,0.0,1.0,0
多変量データ解析講義,水野欽司,朝倉書店,多変量データ解析講義,水野欽司,,1996,,304,,ja,,1.0,1.0,1.0,0
多変量推測統計の基礎,竹村彰通,共立出版,多変量推測統計の基礎,竹村彰通,,1991,,300,,ja,,1.0,1.0,1.0,0
多変量解析入門,足立堅一,篠原出版新社,多変量解析入門,足立堅一,,2005-12,,268,,ja,,1.0,1.0,1.0,0
多変量解析入門――線形から非線形へ ,小西貞則,岩波書店,多変量解析入門　線形から非線形へ,小西貞則,岩波書店,2010-01-26,諸科学，産業界のあらゆる分野で，複雑な多次元データから情報やパターンを抽出する必要性は増すばかりである．本書では，回帰モデルやベイズ判別，主成分分析，サポートベクターマシーンによる判別法などさまざまな解析手法について，単変量から多変量，二群から多群，線形から非線形への展開を，実例とともに平易に解き明かす．※この電子書籍は「固定レイアウト型」で作成されており，タブレットなど大きなディスプレイを備えた端末で読むことに適しています．また，文字だけを拡大すること，文字列のハイライト，検索，辞書の参照，引用などの機能は使用できません．...,321,Science,ja,http://books.google.com/books/content?id=kANDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
多変量解析法入門,永田靖，棟近雅彦,サイエンス社,多変量解析法入門,"永田靖, 棟近雅彦",,2001-04,多変量解析を簡単な例を用いて平易に解説...,245,,ja,http://books.google.com/books/content?id=oPbVPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
多次元データ解析法,中村永友,共立出版,Rで学ぶデータサイエンス,中村永友,,2009-08,基礎理論とRを使ったデータ分析の方法を解説...,0,Mathematical statistics,ja,http://books.google.com/books/content?id=LrFsQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
大規模データのマイニング,岩野和,共立出版,なぜ世界はデジタルになったのか,Ken Steiglitz,,2023-05-25,アナログからデジタルの大きな変遷について、その同時代を生きてきた著者がユニークに解説。物理学的な側面からも説明する。...,0,,ja,http://books.google.com/books/content?id=KHHDzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0.0,1.0,1.0,0
大規模言語モデル入門,山田育矢，鈴木正敏，山田康輔，李凌寒,技術評論社,大規模言語モデル入門,"山田育矢, 鈴木正敏, 李凌寒",,2023-07-29,"ChatGPTに代表される大規模言語モデルが自然言語処理の幅広いタスクで高い性能を獲得し、大きな話題となっています。大規模言語モデルは、大規模なテキストデータで訓練された大規模なパラメータで構成されるニューラルネットワークです。2020年以降、自然言語処理や機械学習の知見をもとに、パラメータ数とテキストデータの拡大により、性能が飛躍的に向上しました。 Hugging Face社の""transformers""というPythonライブラリを利用することで、プログラミングの経験があれば、モデルの操作やデータからの学習がかんたんにできます。モデルを訓練するための日本語もしくは日本語を含む多言語のデータセットも充実してきており、すぐに業務に使える実用的なモデルを作ることが可能な時代がやってきました。 本書は、大規模言語モデルの理論と実装の両方を解説した入門書です。大規模言語モデルの技術や自然言語処理の課題について理解し、実際の問題に対処できるようになることを目指しています。以下のような構成によって、理論とプログラミングの双方の側面から、大規模言語モデルに関する情報を提供します。 第1章はじめに 第2章 Transformer 第3章大規模言語モデルの基礎 第4章大規模言語モデルの進展 第5章大規模言語モデルのファインチューニング 第6章固有表現認識 第7章要約生成 第8章文埋め込み 第9章質問応答システム...",0,,ja,http://books.google.com/books/content?id=GQgD0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
大規模計算時代の統計推論: 原理と発展,Bradley Efron，Trevor Hastie，藤澤洋徳，井手剛，井尻善久，牛久祥孝，梅津佑太，大塚琢馬，尾林慶一，川野秀一，田栗正隆，竹内孝，橋本敦史，矢野恵佑,共立出版,大規模計算時代の統計推論,"Bradley Efron, ブラッドレイエフロン, Trevor Hastie, トレバー ヘイスティ",,2020-07,統計学が過去六十年間にどのように進化してきたかを検証し、広範囲に俯瞰。発展に影響があったトピックスについて年代順に解説する。...,600,,ja,http://books.google.com/books/content?id=qoquzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
学習システムの理論と実現,渡辺澄夫，萩原克幸，赤穂昭太郎，本村陽一，福水健次，岡田真人，青柳美輝,森北出版,学習システムの理論と実現,"渡辺澄夫, 萩原克幸, 赤穂昭太郎",森北出版,2005-07,未来への発展の基礎となる話題を紹介...,224,Reference,ja,http://books.google.com/books/content?id=vW3KVTmck1kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
学習理論,高橋治久，堀田一弘,コロナ社,学習理論,"治久·高橋, 一弘·堀田",,2009,,215,,ja,,1.0,1.0,1.0,0
実践GAN 敵対的生成ネットワークによる深層学習,Jakub Langr，Vladimir Bok,マイナビ出版,実践GAN,"Jakub Langr, Vladimir Bok",,2020-02,GAN:敵対的生成ネットワークの初歩から理解し実装できる!...,269,,ja,http://books.google.com/books/content?id=PR14zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
実践　ベイズ統計学,中妻照雄,朝倉書店,実践ベイズ統計学,中妻照雄,,2013-01-25,,169,Bayesian statistical decision theory,ja,http://books.google.com/books/content?id=TIbglgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
岩波データサイエンスvol.2,岩波データサイエンス刊行委員会,岩波書店,,,,,,,,,,,,,1
岩波データサイエンスvol.3,岩波データサイエンス刊行委員会,岩波書店,,,,,,,,,,,,,1
工学系のための最適設計法: 機械学習を活用した理論と実践,北山哲士,共立出版,工学系のための最適設計法,北山哲士,,2021-05,工学系の学部生・大学院生やエンジニアを対象に、最適化手法や最適設計法をわかりやすく解説する。理論と実践を兼ね備えた教科書。...,280,,ja,http://books.google.com/books/content?id=AYdzzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
工学部で学ぶ数学,千葉逸人,プレアデス出版,これならわかる工学部で学ぶ数学,千葉逸人,,2009-01,学ぶ側の視点から丁寧に分かりやすく解説...,413,,ja,http://books.google.com/books/content?id=7cmTQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
強化学習,森村哲郎,講談社,強化学習,森村哲郎,講談社,2019-05-23,理論は裏切らない！ ・強化学習で必要になる数理を広くカバーした。・一貫したていねいな解説なので、じっくり読める。付録・参考文献も充実！・ベルマン方程式、TD学習、方策勾配、POMDP、深層強化学習をより深く！／【おもな内容】 第1章 準備 1.1 強化学習とは 1.2 マルコフ決定過程と逐次的意思決定問題 1.3 方策 1.4 逐次的意思決定問題の定式化 第2章 プランニング 2.1 準備 2.2 動的計画法 2.3 動的計画法による解法 2.4 線形計画法による解法 第3章 探索と活用のトレードオフ 3.1 概要 3.2 探索と活用のトレードオフ 3.3 方策モデル 第4章 モデルフリー型の強化学習 4.1 データにもとづく意思決定 4.2 価値関数の推定 4.3 方策と行動価値関数の学習 4.4 収束性 4.5 アクター・クリティック法 第5章 モデルベース型の強化学習 5.1 問題設定の整理 5.2 環境推定 5.3 ブラックボックス生成モデルに対するプランニング 5.4 オンラインのモデルベース型強化学習 第6章 関数近似を用いた強化学習 6.1 概要 6.2 価値関数の関数近似 6.3 方策の関数近似 第7章 部分観測マルコフ決定過程 7.1 部分観測マルコフ決定過程（POMDP）の基礎 7.2 POMDP のプランニング 7.3 POMDP の学習 第8章 最近の話題 8.1 分布強化学習 8.2 深層強化 学習付録A 補足A.1 証明 A.2 ノルム A.3 線形計画法 A.4 自然勾配法の補足...,381,Technology & Engineering,ja,http://books.google.com/books/content?id=QmmuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,0.0,0
